Table,Field,Type,Description
PolSourceSiteEffectTerms,,,La table PolSourceSiteEffectTerms contient tous les termes utilisés pour décrire les effets du site source de pollution.
PolSourceSiteEffectTerms,PolSourceSiteEffectTermID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceSiteEffectTerms
PolSourceSiteEffectTerms,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceSiteEffectTerms,IsGroup,Boolean,Est un groupe
PolSourceSiteEffectTerms,UnderGroupID,Int32,Terme d'effect pour le site de la source de pollution ID
PolSourceSiteEffectTerms,EffectTermEN,String (max=100),Terme d'effet en anglais
PolSourceSiteEffectTerms,EffectTermFR,String (max=100),Terme d'effet en français
PolSourceSiteEffectTerms,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceSiteEffectTerms,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
RainExceedances,,,La table RainExceedances contient des champs permettant de gérer les dépassements de pluie.
RainExceedances,RainExceedanceID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table RainExceedances
RainExceedances,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
RainExceedances,RainExceedanceTVItemID,Int32,Lien à la table TVItems représentant l'item rain exceedance (fr)
RainExceedances,StartMonth,Int32 (min=1) (max=12),Mois de départ
RainExceedances,StartDay,Int32 (min=1) (max=31),Jour de départ
RainExceedances,EndMonth,Int32 (min=1) (max=12),Mois de fin
RainExceedances,EndDay,Int32 (min=1) (max=31),Jour de fin
RainExceedances,RainMaximum_mm,Double (min=0) (max=300),Pluie maximale en millimètres
RainExceedances,StakeholdersEmailDistributionListID,Int32,Liste de distribution de courriels
RainExceedances,OnlyStaffEmailDistributionListID,Int32,Liste de distribution de courriels
RainExceedances,IsActive,Boolean,L'excédance de pluie est actif
RainExceedances,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
RainExceedances,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
RainExceedanceClimateSites,,,La table RainExceedanceClimateSites contient des champs pour contenir les liens entre le dépassement de la pluie et les sites climatiques.
RainExceedanceClimateSites,RainExceedanceClimateSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table RainExceedanceClimateSites
RainExceedanceClimateSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
RainExceedanceClimateSites,RainExceedanceTVItemID,Int32,Lien à la table TVItems représentant l'excédance de pluie
RainExceedanceClimateSites,ClimateSiteTVItemID,Int32,Lien à la table TVItems représentant le site climatique
RainExceedanceClimateSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
RainExceedanceClimateSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
RatingCurves,,,La table RatingCurves contient des champs pour stocker les courbes d'évaluation pour chaque site hydrométrique.
RatingCurves,RatingCurveID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table RatingCurves
RatingCurves,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
RatingCurves,HydrometricSiteID,Int32,Lien à la table Hydrometrics représentant le site hydrométrique
RatingCurves,RatingCurveNumber,String (max=50),Numéro de la courbe de tarage
RatingCurves,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
RatingCurves,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
RatingCurveValues,,,La table RatingCurveValues contient des champs permettant de conserver les valeurs des courbes de notation pour chaque site hydrométrique.
RatingCurveValues,RatingCurveValueID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table RatingCurveValues
RatingCurveValues,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
RatingCurveValues,RatingCurveID,Int32,Lien à la table RatingCurves représentant la courve de tarage
RatingCurveValues,StageValue_m,Double (min=0) (max=1000),Valeur de niveau en mètres
RatingCurveValues,DischargeValue_m3_s,Double (min=0) (max=1000000),Valeur du débits en mètres cube par second
RatingCurveValues,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
RatingCurveValues,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
ReportSections,,,La table ReportSections contient des champs pour contenir la section de rapport utilisée pour produire divers rapports.
ReportSections,ReportSectionID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table ReportSections
ReportSections,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
ReportSections,ReportTypeID,Int32,Lien à la table ReportTypes représentant le type de raport
ReportSections,TVItemID,Int32,Lien à la table TVItems représentant l'item
ReportSections,Language,LanguageEnum (int),Langage de l'item
ReportSections,Ordinal,Int32 (min=0) (max=1000),Ordre
ReportSections,IsStatic,Boolean,Est statique --- le texte ne changera pas dans le temps
ReportSections,ParentReportSectionID,Int32,Section du raport du parent ID
ReportSections,Year,Int32 (min=1979) (max=2050),Année dont le texte est applicable
ReportSections,Locked,Boolean,Barré --- pas utilisé encore
ReportSections,TemplateReportSectionID,Int32,Gabari de la section du raport ID --- pas utilisé encore
ReportSections,ReportSectionName,String (max=100),Nom de la section du raport
ReportSections,ReportSectionText,String (max=10000),Texte de la section du raport
ReportSections,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
ReportSections,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
ReportTypes,,,La table ReportTypes contient des champs pour contenir les types de rapport qui peuvent être produits avec un simple clic sur un bouton.
ReportTypes,ReportTypeID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table ReportTypes
ReportTypes,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
ReportTypes,TVType,TVTypeEnum (int),Type de l'arbre visuel
ReportTypes,FileType,FileTypeEnum (int),Type de filière
ReportTypes,UniqueCode,String (max=100),Type de filière --- utilisé dans le code afin de savoir quel document et type de document à créer
ReportTypes,Language,LanguageEnum (int),Langage de l'item
ReportTypes,Name,String (max=100),Nom du type de raport
ReportTypes,Description,String (max=1000),Description du type de raport
ReportTypes,StartOfFileName,String (max=100),Début du nom de la filière
ReportTypes,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
ReportTypes,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
ResetPasswords,,,La table ResetPasswords contient des champs de base pour aider à la réinitialisation du mot de passe des utilisateurs.
ResetPasswords,ResetPasswordID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table ResetPasswords
ResetPasswords,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
ResetPasswords,Email,String (max=256),Courriel
ResetPasswords,ExpireDate_Local,DateTime,Date d'expiration
ResetPasswords,Code,String (max=8),Date d'expiration --- est un code généré par le serveur et envoyé au courriel de l'utilisateur
ResetPasswords,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
ResetPasswords,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
SamplingPlans,,,La table SamplingPlans contient des champs permettant d'organiser les plans d'échantillonnage. C'est également la table principale utilisée pour créer des fichiers texte de plan d'échantillonnage qui peuvent être distribués aux sous-traitants, aux provinces et aux utilisateurs internes. Ils l'utilisent avec l'application CSSPWQInputTool.
SamplingPlans,SamplingPlanID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table SamplingPlans
SamplingPlans,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
SamplingPlans,IsActive,Boolean,Est actif
SamplingPlans,SamplingPlanName,String (max=200),Nom du plan d'échantillonnage
SamplingPlans,ForGroupName,String (max=100),Nom pour le group
SamplingPlans,SampleType,SampleTypeEnum (int),Type d'échantillon
SamplingPlans,SamplingPlanType,SamplingPlanTypeEnum (int),Type de plan d'échantillonnage
SamplingPlans,LabSheetType,LabSheetTypeEnum (int),Type de feuille de laboratoire
SamplingPlans,ProvinceTVItemID,Int32,Lien à la table TVItems représentant la province
SamplingPlans,CreatorTVItemID,Int32,Lien à la table TVItems représentant le créateur du plan d'échantillonnage
SamplingPlans,Year,Int32 (min=2000) (max=2050),Année
SamplingPlans,AccessCode,String (max=15),Code d'accès
SamplingPlans,DailyDuplicatePrecisionCriteria,Double (min=0) (max=100),Critère de précision pour le duplicata journalier
SamplingPlans,IntertechDuplicatePrecisionCriteria,Double (min=0) (max=100),Critère de précision pour le duplicata intertech
SamplingPlans,IncludeLaboratoryQAQC,Boolean,Inclure le QA/QC de laboratoire
SamplingPlans,ApprovalCode,String (max=15),Code d'approbation
SamplingPlans,SamplingPlanFileTVItemID,Int32,Lien à la table TVItems représentant la filière du plan d'échantillonnage
SamplingPlans,AnalyzeMethodDefault,AnalyzeMethodEnum (int),Méthode d'analyse
SamplingPlans,SampleMatrixDefault,SampleMatrixEnum (int),Milieu d'échantillon
SamplingPlans,LaboratoryDefault,LaboratoryEnum (int),Laboratoire
SamplingPlans,BackupDirectory,String (max=250),Répertoire de sauvegarde
SamplingPlans,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
SamplingPlans,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
SamplingPlanEmails,,,La table SamplingPlanEmails contient des champs pour contenir les e-mails à envoyer lors du remplissage des feuilles de laboratoire.
SamplingPlanEmails,SamplingPlanEmailID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table SamplingPlanEmails
SamplingPlanEmails,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
SamplingPlanEmails,SamplingPlanID,Int32,Lien à la table SamplingPlans représentant le plan d'échantillonnage
SamplingPlanEmails,Email,String (max=150),Courriel
SamplingPlanEmails,IsContractor,Boolean,Est un contracteur
SamplingPlanEmails,LabSheetHasValueOver500,Boolean,La feuille de laboratoire a une valeur supérieur à 500
SamplingPlanEmails,LabSheetReceived,Boolean,Feuille de laboratoire reçu
SamplingPlanEmails,LabSheetAccepted,Boolean,Feuille de laboratoire approuvé
SamplingPlanEmails,LabSheetRejected,Boolean,Feuille de laboratoire rejeté
SamplingPlanEmails,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
SamplingPlanEmails,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
SamplingPlanSubsectors,,,La table SamplingPlanSubsectors contient des champs pour stocker les informations du sous-secteur du plan d'échantillonnage.
SamplingPlanSubsectors,SamplingPlanSubsectorID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table SamplingPlanSubsectors
SamplingPlanSubsectors,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
SamplingPlanSubsectors,SamplingPlanID,Int32,Lien à la table SamplingPlan représentant le plan d'échantillonnage
SamplingPlanSubsectors,SubsectorTVItemID,Int32,Lien à la table TVItems représentant le sous-secteur
SamplingPlanSubsectors,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
SamplingPlanSubsectors,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
SamplingPlanSubsectorSites,,,La table SamplingPlanSubsectorSites contient des champs pour stocker et gérer les sites de surveillance de la qualité des eaux marines du sous-secteur du plan d'échantillonnage.
SamplingPlanSubsectorSites,SamplingPlanSubsectorSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table SamplingPlanSubsectorSites
SamplingPlanSubsectorSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
SamplingPlanSubsectorSites,SamplingPlanSubsectorID,Int32,Lien à la table SamplingPlanSubsectors représentant le sous-secteur du plan d'échantillonnage
SamplingPlanSubsectorSites,MWQMSiteTVItemID,Int32,Lien à la table TVItems représentant le site MWQM (fr)
SamplingPlanSubsectorSites,IsDuplicate,Boolean,Est en double
SamplingPlanSubsectorSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
SamplingPlanSubsectorSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
Spills,,,Le tableau Spills contient des champs pour contenir des informations concernant les déversements provenant des infrastructures municipales ou d'autres types de déversements.
Spills,SpillID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table Spills
Spills,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
Spills,MunicipalityTVItemID,Int32,Lien à la table TVItems représentant la municipalité
Spills,InfrastructureTVItemID,Int32,Lien à la table TVItems représentant l'infrastructure
Spills,StartDateTime_Local,DateTime,Date de début (local)
Spills,EndDateTime_Local,DateTime,Date de fin (local)
Spills,AverageFlow_m3_day,Double (min=0) (max=1000000),Débit moyer en mètres cube par jour
Spills,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
Spills,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
SpillLanguages,,,La table SpillLanguages contient des champs pour contenir des textes bilingues pour la table Spills.
SpillLanguages,SpillLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table SpillLanguages
SpillLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
SpillLanguages,SpillID,Int32,Lien à la table Spills représentant le déversement
SpillLanguages,Language,LanguageEnum (int),Langage de l'item
SpillLanguages,SpillComment,String,Commentaire
SpillLanguages,TranslationStatus,TranslationStatusEnum (int),Le statut de la traduction du commentaire du déversement
SpillLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
SpillLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
Tels,,,La table Tels contient des champs pour les numéros de téléphone. Il est utilisé avec les contacts municipaux et les informations de profil supplémentaires des utilisateurs.
Tels,TelID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table Tels
Tels,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
Tels,TelTVItemID,Int32,Lien à la table TVItems représentant la téléphone
Tels,TelNumber,String (max=50),Numéro de téléphone
Tels,TelType,TelTypeEnum (int),Type de téléphone
Tels,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
Tels,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TideDataValues,,,La table TideDataValues contient des champs pour conserver les valeurs des données de marée à divers endroits au Canada et aux États-Unis.
TideDataValues,TideDataValueID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TideDataValues
TideDataValues,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TideDataValues,TideSiteTVItemID,Int32,Lien à la table TVItems représentant le site de marée
TideDataValues,DateTime_Local,DateTime,Date (local)
TideDataValues,Keep,Boolean,Sauvegarder
TideDataValues,TideDataType,TideDataTypeEnum (int),Type de donnée de marée
TideDataValues,StorageDataType,StorageDataTypeEnum (int),Type de sauvegarde des données
TideDataValues,Depth_m,Double (min=0) (max=10000),Profondeur en mètres
TideDataValues,UVelocity_m_s,Double (min=0) (max=10),U vélocité en mètres par second
TideDataValues,VVelocity_m_s,Double (min=0) (max=10),V vélocité en mètres par second
TideDataValues,TideStart,TideTextEnum (int),Tide text de départ
TideDataValues,TideEnd,TideTextEnum (int),Tide text de fin
TideDataValues,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TideDataValues,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TideLocations,,,La table TideLocations contient des champs pour stocker les emplacements de marée et les noms à utiliser par certaines applications.
TideLocations,TideLocationID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TideLocations
TideLocations,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TideLocations,Zone,Int32 (min=0) (max=10000),Zone
TideLocations,Name,String (max=100),Nom
TideLocations,Prov,String (max=100),Province
TideLocations,sid,Int32 (min=0) (max=100000),SID
TideLocations,Lat,Double (min=-90) (max=90),Latitude
TideLocations,Lng,Double (min=-180) (max=180),Longitude
TideLocations,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TideLocations,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TideSites,,,La table TideSites contient des champs permettant de conserver et de gérer les informations relatives au site de marée provenant des Services hydrographiques du Canada.
TideSites,TideSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TideSites
TideSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TideSites,TideSiteTVItemID,Int32,Lien à la table TVItems représentant le site de marée
TideSites,TideSiteName,String (max=100),Tide site name (fr)
TideSites,Province,String (min=2) (max=2),Province
TideSites,sid,Int32 (min=0) (max=10000),sid
TideSites,Zone,Int32 (min=0) (max=10000),Zone
TideSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TideSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVFiles,,,La table TVFiles contient des champs permettant de gérer des fichiers en dehors des bases de données via des liens et des noms de fichiers.
TVFiles,TVFileID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVFiles
TVFiles,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVFiles,TVFileTVItemID,Int32,Lien à la table TVItems représentant la filière sous l'arbre visuel
TVFiles,TemplateTVType,TVTypeEnum (int),Type d'arbre visuel du gabari
TVFiles,ReportTypeID,Int32,Lien à la table ReportTypes représentant le type de raport
TVFiles,Parameters,String,Paramètres utilisé lors de la production de raport
TVFiles,Year,Int32 (min=1980) (max=2050),Année
TVFiles,Language,LanguageEnum (int),Langage
TVFiles,FilePurpose,FilePurposeEnum (int),But du fichier
TVFiles,FileType,FileTypeEnum (int),Type de filière
TVFiles,FileSize_kb,Int32 (min=0) (max=100000000),Taille du fichier
TVFiles,FileInfo,String,Information sur le fichier
TVFiles,FileCreatedDate_UTC,DateTime,Date de création du fichier (UTC)
TVFiles,FromWater,Boolean,Pris sur l'eau
TVFiles,ClientFilePath,String (max=250),Adress du fichier au client
TVFiles,ServerFileName,String (max=250),Nom du fichier au serveur
TVFiles,ServerFilePath,String (max=250),Adress du fichier au serveur
TVFiles,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVFiles,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVFileLanguages,,,La table TVFileLanguages contient des champs permettant de stocker des textes bilingues pour la table TVFiles.
TVFileLanguages,TVFileLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVFileLanguages
TVFileLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVFileLanguages,TVFileID,Int32,Lien à la table TVFiles représentant la filière de l'arbre visuel
TVFileLanguages,Language,LanguageEnum (int),Langage de l'item
TVFileLanguages,FileDescription,String,Description du fichier
TVFileLanguages,TranslationStatus,TranslationStatusEnum (int),Le statut de la traduction de la description du fichier
TVFileLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVFileLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVItems,,,La table TVItems contient des champs permettant de conserver et de gérer le système d'arborescence dans la base de données de conservation afin que chaque élément puisse être recherché et soit unique.
TVItems,TVItemID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVItems
TVItems,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVItems,TVLevel,Int32 (min=0) (max=100),Niveau de l'arbre visuel
TVItems,TVPath,String (max=250),Chemin de l'arbre visuel
TVItems,TVType,TVTypeEnum (int),Type d'arbre visuel
TVItems,ParentID,Int32,Lien à la table TVItems représentant le parent de l'arbre visuel
TVItems,IsActive,Boolean,Lien à la table TVItems représentant le parent de l'arbre visuel
TVItems,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVItems,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVItemLanguages,,,La table TVItemLanguages contient des champs pour contenir des textes bilingues pour la table TVItems.
TVItemLanguages,TVItemLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVItemLanguages
TVItemLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVItemLanguages,TVItemID,Int32,Lien à la table TVItems représentant l'arbre visuel
TVItemLanguages,Language,LanguageEnum (int),Langage de l'item
TVItemLanguages,TVText,String (max=200),Texte de l'arbre visuel
TVItemLanguages,TranslationStatus,TranslationStatusEnum (int),Le statut de la traduction du texte de l'arbre visuel
TVItemLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVItemLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVItemLinks,,,La table TVItemLinks contient des champs permettant de lier différents éléments de l'arborescence (TVItems) entre eux.
TVItemLinks,TVItemLinkID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVItemLinks
TVItemLinks,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVItemLinks,FromTVItemID,Int32,Lien à la table TVItems représentant le départ
TVItemLinks,ToTVItemID,Int32,Lien à la table TVItems représentant la fin
TVItemLinks,FromTVType,TVTypeEnum (int),Type d'arbre visuel du départ
TVItemLinks,ToTVType,TVTypeEnum (int),Type d'arbre visuel de la fin
TVItemLinks,StartDateTime_Local,DateTime,Date de départ
TVItemLinks,EndDateTime_Local,DateTime,Date de fin
TVItemLinks,Ordinal,Int32 (min=0) (max=100),Ordre
TVItemLinks,TVLevel,Int32 (min=0) (max=100),Niveau de l'arbre visuel
TVItemLinks,TVPath,String (max=250),Chemin de l'arbre visuel
TVItemLinks,ParentTVItemLinkID,Int32,Lien du parent de l'arbre visuel
TVItemLinks,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVItemLinks,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVItemStats,,,La table TVItemStats contient des champs permettant de conserver les statistiques de divers éléments de l'arborescence dans la base de données. Il est utilisé par certaines applications comme indicateur du nombre de sous-éléments sous un élément particulier.
TVItemStats,TVItemStatID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVItemStats
TVItemStats,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVItemStats,TVItemID,Int32,Lien à la table TVItems représentant l'item de l'arbre visuel
TVItemStats,TVType,TVTypeEnum (int),Type d'arbre visuel
TVItemStats,ChildCount,Int32 (min=0) (max=10000000),Nombre sous items
TVItemStats,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVItemStats,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVItemUserAuthorizations,,,La table TVItemUserAuthorizations contient des champs permettant de gérer l'autorisation d'un élément qu'un utilisateur peut afficher, modifier, créer ou supprimer.
TVItemUserAuthorizations,TVItemUserAuthorizationID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVItemUserAuthorizations
TVItemUserAuthorizations,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVItemUserAuthorizations,ContactTVItemID,Int32,Lien à la table TVItems représentant le contact
TVItemUserAuthorizations,TVItemID1,Int32,Lien à la table TVItems représentant l'item 1 de l'arbre visuel
TVItemUserAuthorizations,TVItemID2,Int32,Lien à la table TVItems représentant l'item 2 de l'arbre visuel
TVItemUserAuthorizations,TVItemID3,Int32,Lien à la table TVItems représentant l'item 3 de l'arbre visuel
TVItemUserAuthorizations,TVItemID4,Int32,Lien à la table TVItems représentant l'item 4 de l'arbre visuel
TVItemUserAuthorizations,TVAuth,TVAuthEnum (int),Lien à la table TVItems représentant l'authorization pour l'arbre visuel
TVItemUserAuthorizations,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVItemUserAuthorizations,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
TVTypeUserAuthorizations,,,La table TVTypeUserAuthorizations contient des champs permettant de gérer l'autorisation des types d'élément qu'un utilisateur peut afficher, modifier, créer ou supprimer.
TVTypeUserAuthorizations,TVTypeUserAuthorizationID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table TVTypeUserAuthorizations
TVTypeUserAuthorizations,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
TVTypeUserAuthorizations,ContactTVItemID,Int32,Lien à la table TVItems représentant le contact
TVTypeUserAuthorizations,TVType,TVTypeEnum (int),Type de l'arbre visuel
TVTypeUserAuthorizations,TVAuth,TVAuthEnum (int),Type d'authorization de l'arbre visuel
TVTypeUserAuthorizations,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
TVTypeUserAuthorizations,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
UseOfSites,,,La table UseOfSites contient des champs permettant d'identifier les sites climatiques, les sites hydrométriques, les sites de marées, les municipalités et les drogues à utiliser dans un sous-secteur.
UseOfSites,UseOfSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table UseOfSites
UseOfSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
UseOfSites,SiteTVItemID,Int32,Lien à la table TVItems représentant le site climatique, site hydrométrique ou le site de marée
UseOfSites,SubsectorTVItemID,Int32,Lien à la table TVItems représentant le sous-secteur
UseOfSites,TVType,TVTypeEnum (int),Type (climatique, hydrométrique or de marée)
UseOfSites,Ordinal,Int32 (min=0) (max=1000),Ordre
UseOfSites,StartYear,Int32 (min=1980) (max=2050),Année de départ
UseOfSites,EndYear,Int32 (min=1980) (max=2050),Année de fin
UseOfSites,UseWeight,Boolean,Utilise poids
UseOfSites,Weight_perc,Double (min=0) (max=100),Poids (%)
UseOfSites,UseEquation,Boolean,Utilise équation
UseOfSites,Param1,Double (min=0) (max=100),Paramètre 1
UseOfSites,Param2,Double (min=0) (max=100),Paramètre 2
UseOfSites,Param3,Double (min=0) (max=100),Paramètre 3
UseOfSites,Param4,Double (min=0) (max=100),Paramètre 4
UseOfSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
UseOfSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
VPAmbients,,,La table VPAmbients contient des champs pour stocker les entrées ambiantes pour les scénarios Visual Plumes.
VPAmbients,VPAmbientID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table VPAmbients
VPAmbients,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
VPAmbients,VPScenarioID,Int32,Lien à la table VPScenarios représentant le scénario visual plumes
VPAmbients,Row,Int32 (min=0) (max=10),Rangé
VPAmbients,MeasurementDepth_m,Double (min=0) (max=1000),Profondeur de mesure en mètres
VPAmbients,CurrentSpeed_m_s,Double (min=0) (max=10),Vitesse de courant en mètres par second
VPAmbients,CurrentDirection_deg,Double (min=-180) (max=180),Direction du courant en dégré
VPAmbients,AmbientSalinity_PSU,Double (min=0) (max=40),Salinité ambiante (PSU)
VPAmbients,AmbientTemperature_C,Double (min=-10) (max=40),Température ambiante (°C)
VPAmbients,BackgroundConcentration_MPN_100ml,Int32 (min=0) (max=10000000),Concentration de fond en nombre le plus probable par 100 milli-Litres
VPAmbients,PollutantDecayRate_per_day,Double (min=0) (max=100),Taux de décoissance par jour)
