Table,Field,Type,Description
Spills,InfrastructureTVItemID,Int32,Link to the TVItems table representing the infrastructure
Spills,StartDateTime_Local,DateTime,Start date (local)
Spills,EndDateTime_Local,DateTime,End date (local)
Spills,AverageFlow_m3_day,Double (min=0) (max=1000000),Average flow in cubic meters per day
Spills,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
Spills,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
SpillLanguages,,,The SpillLanguages table contains fields for holding bilingual texts for the Spills table.
SpillLanguages,SpillLanguageID,Int32 (key),Contains the unique identifier on each row of the SpillLanguages table
SpillLanguages,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
SpillLanguages,SpillID,Int32,Link to the Spills table representing the spill
SpillLanguages,Language,LanguageEnum (int),Language of item
SpillLanguages,SpillComment,String,Comment
SpillLanguages,TranslationStatus,TranslationStatusEnum (int),Translation status of the spill comment
SpillLanguages,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
SpillLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
Tels,,,The Tels table contains fields for holding telephone numbers. It is used with municipal contacts and users extra profile information.
Tels,TelID,Int32 (key),Contains the unique identifier on each row of the Tels table
Tels,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
Tels,TelTVItemID,Int32,Link to the TVItems table representing the telephone
Tels,TelNumber,String (max=50),Telephone number
Tels,TelType,TelTypeEnum (int),Telephone type
Tels,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
Tels,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TideDataValues,,,The TideDataValues table contains fields for holding values of tide data at various places in Canada and US.
TideDataValues,TideDataValueID,Int32 (key),Contains the unique identifier on each row of the TideDataValues table
TideDataValues,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TideDataValues,TideSiteTVItemID,Int32,Link to the TVItems table representing the tide site
TideDataValues,DateTime_Local,DateTime,Date (local)
TideDataValues,Keep,Boolean,Keep
TideDataValues,TideDataType,TideDataTypeEnum (int),Tide data type
TideDataValues,StorageDataType,StorageDataTypeEnum (int),Storage data type
TideDataValues,Depth_m,Double (min=0) (max=10000),Depth in meters
TideDataValues,UVelocity_m_s,Double (min=0) (max=10),U velocity in meters per second
TideDataValues,VVelocity_m_s,Double (min=0) (max=10),V velocity in meters per second
TideDataValues,TideStart,TideTextEnum (int),Tide text start
TideDataValues,TideEnd,TideTextEnum (int),Tide text end
TideDataValues,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TideDataValues,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TideLocations,,,The TideLocations table contains fields for storing the tide locations and names to be used by some applications.
TideLocations,TideLocationID,Int32 (key),Contains the unique identifier on each row of the TideLocations table
TideLocations,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TideLocations,Zone,Int32 (min=0) (max=10000),Zone
TideLocations,Name,String (max=100),Name
TideLocations,Prov,String (max=100),Province
TideLocations,sid,Int32 (min=0) (max=100000),SID
TideLocations,Lat,Double (min=-90) (max=90),Latitude
TideLocations,Lng,Double (min=-180) (max=180),Longitude
TideLocations,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TideLocations,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TideSites,,,The TideSites table contains fields for holding and managing tide site related information from Canadian Hydrographic Services.
TideSites,TideSiteID,Int32 (key),Contains the unique identifier on each row of the TideSites table
TideSites,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TideSites,TideSiteTVItemID,Int32,Link to the TVItems table representing the tide site
TideSites,TideSiteName,String (max=100),Tide site name
TideSites,Province,String (min=2) (max=2),Province
TideSites,sid,Int32 (min=0) (max=10000),sid
TideSites,Zone,Int32 (min=0) (max=10000),Zone
TideSites,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TideSites,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVFiles,,,The TVFiles table contains fields for managing files outside of the databases via links and file names.
TVFiles,TVFileID,Int32 (key),Contains the unique identifier on each row of the TVFiles table
TVFiles,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVFiles,TVFileTVItemID,Int32,Link to the TVItems table representing the file under the tree view
TVFiles,TemplateTVType,TVTypeEnum (int),Template tree view type
TVFiles,ReportTypeID,Int32,Link to the ReportTypes table representing the report type
TVFiles,Parameters,String,Parameters used when producing the report
TVFiles,Year,Int32 (min=1980) (max=2050),Year
TVFiles,Language,LanguageEnum (int),Language
TVFiles,FilePurpose,FilePurposeEnum (int),File purpose
TVFiles,FileType,FileTypeEnum (int),File type
TVFiles,FileSize_kb,Int32 (min=0) (max=100000000),File site (KB)
TVFiles,FileInfo,String,File information
TVFiles,FileCreatedDate_UTC,DateTime,File created date (UTC)
TVFiles,FromWater,Boolean,Taken from water
TVFiles,ClientFilePath,String (max=250),Client file path
TVFiles,ServerFileName,String (max=250),Server file name
TVFiles,ServerFilePath,String (max=250),Server file path
TVFiles,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVFiles,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVFileLanguages,,,The TVFileLanguages table contains fields for holding bilingual texts for the TVFiles table.
TVFileLanguages,TVFileLanguageID,Int32 (key),Contains the unique identifier on each row of the TVFileLanguages table
TVFileLanguages,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVFileLanguages,TVFileID,Int32,Link to the TVFiles table representing the tree view file
TVFileLanguages,Language,LanguageEnum (int),Language of item
TVFileLanguages,FileDescription,String,File description
TVFileLanguages,TranslationStatus,TranslationStatusEnum (int),Translation status of the file description
TVFileLanguages,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVFileLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVItems,,,The TVItems table contains fields for holding and managing the tree view system within the whole database so each item can be search and is unique.
TVItems,TVItemID,Int32 (key),Contains the unique identifier on each row of the TVItems table
TVItems,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVItems,TVLevel,Int32 (min=0) (max=100),Tree view level
TVItems,TVPath,String (max=250),Tree view path
TVItems,TVType,TVTypeEnum (int),TV type
TVItems,ParentID,Int32,Link to the TVFiles table representing the parent of the tree view
TVItems,IsActive,Boolean,Link to the TVFiles table representing the parent of the tree view
TVItems,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVItems,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVItemLanguages,,,The TVItemLanguages table contains fields for holding bilingual texts for the TVItems table.
TVItemLanguages,TVItemLanguageID,Int32 (key),Contains the unique identifier on each row of the TVItemLanguages table
TVItemLanguages,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVItemLanguages,TVItemID,Int32,Link to the TVItems table representing the tree view
TVItemLanguages,Language,LanguageEnum (int),Language of item
TVItemLanguages,TVText,String (max=200),Tree view text
TVItemLanguages,TranslationStatus,TranslationStatusEnum (int),Translation status of the tree view text
TVItemLanguages,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVItemLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVItemLinks,,,The TVItemLinks table contains fields for linking different tree view items (TVItems) between them.
TVItemLinks,TVItemLinkID,Int32 (key),Contains the unique identifier on each row of the TVItemLinks table
TVItemLinks,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVItemLinks,FromTVItemID,Int32,Link to the TVItems table representing the from
TVItemLinks,ToTVItemID,Int32,Link to the TVItems table representing the to
TVItemLinks,FromTVType,TVTypeEnum (int),From tree view type
TVItemLinks,ToTVType,TVTypeEnum (int),To tree view type
TVItemLinks,StartDateTime_Local,DateTime,Start date
TVItemLinks,EndDateTime_Local,DateTime,End date
TVItemLinks,Ordinal,Int32 (min=0) (max=100),Ordinal
TVItemLinks,TVLevel,Int32 (min=0) (max=100),Tree view level
TVItemLinks,TVPath,String (max=250),Tree view path
TVItemLinks,ParentTVItemLinkID,Int32,Parent tree view item link
TVItemLinks,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVItemLinks,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVItemStats,,,The TVItemStats table contains fields for holding statistics of various tree view items within the database. It is use by some applications as an indicator of how many sub items exist underneath a particular item.
TVItemStats,TVItemStatID,Int32 (key),Contains the unique identifier on each row of the TVItemStats table
TVItemStats,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVItemStats,TVItemID,Int32,Link to the TVItems table representing item of the tree view
TVItemStats,TVType,TVTypeEnum (int),Tree view type
TVItemStats,ChildCount,Int32 (min=0) (max=10000000),Child items number
TVItemStats,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVItemStats,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVItemUserAuthorizations,,,The TVItemUserAuthorizations table contains fields for managing the authorization of item a user can view, edit, create or delete.
TVItemUserAuthorizations,TVItemUserAuthorizationID,Int32 (key),Contains the unique identifier on each row of the TVItemUserAuthorizations table
TVItemUserAuthorizations,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVItemUserAuthorizations,ContactTVItemID,Int32,Link to the TVItems table representing the contact
TVItemUserAuthorizations,TVItemID1,Int32,Link to the TVItems table representing the item 1 of the tree view
TVItemUserAuthorizations,TVItemID2,Int32,Link to the TVItems table representing the item 2 of the tree view
TVItemUserAuthorizations,TVItemID3,Int32,Link to the TVItems table representing the item 3 of the tree view
TVItemUserAuthorizations,TVItemID4,Int32,Link to the TVItems table representing the item 4 of the tree view
TVItemUserAuthorizations,TVAuth,TVAuthEnum (int),Link to the TVItems table representing the tree view authorization
TVItemUserAuthorizations,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVItemUserAuthorizations,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
TVTypeUserAuthorizations,,,The TVTypeUserAuthorizations table contains fields for managing the authorization of item types a user can view, edit, create or delete.
TVTypeUserAuthorizations,TVTypeUserAuthorizationID,Int32 (key),Contains the unique identifier on each row of the TVTypeUserAuthorizations table
TVTypeUserAuthorizations,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
TVTypeUserAuthorizations,ContactTVItemID,Int32,Link to the TVItems table representing the contact
TVTypeUserAuthorizations,TVType,TVTypeEnum (int),Tree view type
TVTypeUserAuthorizations,TVAuth,TVAuthEnum (int),Tree view authorization
TVTypeUserAuthorizations,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
TVTypeUserAuthorizations,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
UseOfSites,,,The UseOfSites table contains fields for identifying climate sites, hydrometric sites, tide sites, municipalities and drogues to be used under a subsector.
UseOfSites,UseOfSiteID,Int32 (key),Contains the unique identifier on each row of the UseOfSites table
UseOfSites,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
UseOfSites,SiteTVItemID,Int32,Link to the TVItems table representing the climate site, hydrometric site or the tide site
UseOfSites,SubsectorTVItemID,Int32,Link to the TVItems table representing the subsector
UseOfSites,TVType,TVTypeEnum (int),Type (climate, hydrometric or tide)
UseOfSites,Ordinal,Int32 (min=0) (max=1000),Ordinal
UseOfSites,StartYear,Int32 (min=1980) (max=2050),Start year
UseOfSites,EndYear,Int32 (min=1980) (max=2050),End year
UseOfSites,UseWeight,Boolean,Use weight
UseOfSites,Weight_perc,Double (min=0) (max=100),Weight (%)
UseOfSites,UseEquation,Boolean,Use equation
UseOfSites,Param1,Double (min=0) (max=100),Parameter 1
UseOfSites,Param2,Double (min=0) (max=100),Parameter 2
UseOfSites,Param3,Double (min=0) (max=100),Parameter 3
UseOfSites,Param4,Double (min=0) (max=100),Parameter 4
UseOfSites,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
UseOfSites,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
VPAmbients,,,The VPAmbients table contains fields for storing ambient inputs for Visual Plumes scenarios.
VPAmbients,VPAmbientID,Int32 (key),Contains the unique identifier on each row of the VPAmbients table
VPAmbients,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
VPAmbients,VPScenarioID,Int32,Link to the VPScenarios table representing the visual plumes scenario
VPAmbients,Row,Int32 (min=0) (max=10),Row
VPAmbients,MeasurementDepth_m,Double (min=0) (max=1000),Measurement depth in meters
VPAmbients,CurrentSpeed_m_s,Double (min=0) (max=10),Current speed in meters per second
VPAmbients,CurrentDirection_deg,Double (min=-180) (max=180),Current direction in degrees
VPAmbients,AmbientSalinity_PSU,Double (min=0) (max=40),Ambient salinity (PSU)
VPAmbients,AmbientTemperature_C,Double (min=-10) (max=40),Ambient temperature (Celcius)
VPAmbients,BackgroundConcentration_MPN_100ml,Int32 (min=0) (max=10000000),Background concentration in most probable number per 100 milli-Litres
VPAmbients,PollutantDecayRate_per_day,Double (min=0) (max=100),Pollution decay rate per day
VPAmbients,FarFieldCurrentSpeed_m_s,Double (min=0) (max=10),Far field current speed in meters per second
VPAmbients,FarFieldCurrentDirection_deg,Double (min=-180) (max=180),Far field current direction in degrees
VPAmbients,FarFieldDiffusionCoefficient,Double (min=0) (max=1),Far field diffusion coefficient
VPAmbients,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
VPAmbients,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
VPResults,,,The VPResults table contains fields for holding Visual Plumes scenario results.
VPResults,VPResultID,Int32 (key),Contains the unique identifier on each row of the VPResults table
VPResults,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
VPResults,VPScenarioID,Int32,Link to the VPScenarios table representing the visual plumes scenario
VPResults,Ordinal,Int32 (min=0) (max=1000),Ordinal
VPResults,Concentration_MPN_100ml,Int32 (min=0) (max=10000000),Concentration in most probable number per 100 milli-Litres
VPResults,Dilution,Double (min=0) (max=1000000),Dilution
VPResults,FarFieldWidth_m,Double (min=0) (max=10000),Far field width in meters
VPResults,DispersionDistance_m,Double (min=0) (max=100000),Dispersion distance in meters
VPResults,TravelTime_hour,Double (min=0) (max=100),Travel time in hours
VPResults,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
VPResults,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
VPScenarios,,,The VPScenarios table contains fields for holding and managing Visual Plumes scenarios.
VPScenarios,VPScenarioID,Int32 (key),Contains the unique identifier on each row of the VPScenarios table
VPScenarios,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
VPScenarios,InfrastructureTVItemID,Int32,Link to the TVItems table representing the infrastructure
VPScenarios,VPScenarioStatus,ScenarioStatusEnum (int),Visual plumes scenario status
VPScenarios,UseAsBestEstimate,Boolean,Use as best estimate
VPScenarios,EffluentFlow_m3_s,Double (min=0) (max=1000),Effluent flow in cubic meters per second
VPScenarios,EffluentConcentration_MPN_100ml,Int32 (min=0) (max=10000000),Effluent concentration in most probable number per 100 milli-Litres
VPScenarios,FroudeNumber,Double (min=0) (max=10000),Froude number
VPScenarios,PortDiameter_m,Double (min=0) (max=10),Port diameter in meters
VPScenarios,PortDepth_m,Double (min=0) (max=1000),Port depth in meters
VPScenarios,PortElevation_m,Double (min=0) (max=1000),Port elevation in meters
VPScenarios,VerticalAngle_deg,Double (min=-90) (max=90),Vertical angle in degree
VPScenarios,HorizontalAngle_deg,Double (min=-180) (max=180),Horizontal angle in degree
VPScenarios,NumberOfPorts,Int32 (min=1) (max=100),Number of ports
VPScenarios,PortSpacing_m,Double (min=0) (max=1000),Port spacing in meters
VPScenarios,AcuteMixZone_m,Double (min=0) (max=100),Acute mix zone in meters
VPScenarios,ChronicMixZone_m,Double (min=0) (max=40000),Chronic mix zone in meters
VPScenarios,EffluentSalinity_PSU,Double (min=0) (max=40),Effluent salinity in PSU
VPScenarios,EffluentTemperature_C,Double (min=-10) (max=40),Effluent temperature in degree Celcius
VPScenarios,EffluentVelocity_m_s,Double (min=0) (max=100),Effluent velocity in meters per second
VPScenarios,RawResults,String,Raw results
VPScenarios,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
VPScenarios,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
VPScenarioLanguages,,,The VPScenarioLanguages table contains fields for holding bilingual texts for the VPScenarios table.
VPScenarioLanguages,VPScenarioLanguageID,Int32 (key),Contains the unique identifier on each row of the VPScenarioLanguages table
VPScenarioLanguages,DBCommand,DBCommandEnum (int),Identify the database command for local database sync
VPScenarioLanguages,VPScenarioID,Int32,Link to the VPScenarios table representing the visual plumes scenario
VPScenarioLanguages,Language,LanguageEnum (int),Language of item
VPScenarioLanguages,VPScenarioName,String (max=100),Visual plumes scenario name
VPScenarioLanguages,TranslationStatus,TranslationStatusEnum (int),Translation status of the visual plumes scenario name
VPScenarioLanguages,LastUpdateDate_UTC,DateTime,Contains the date of the last update in UTC
VPScenarioLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID who made the last changes
